city,colors,shape,state,time
Eagle River,BLUE,circle,AK,3/4/2007 19:45
Herndon,,circle,VA,3/4/2007 20:00
Rosemont,,flash,IL,3/4/2007 22:30
Des Plaines,,circle,IL,3/5/2007 6:45
Muncie,,other,IN,3/5/2007 9:35
McAllen,,circle,TX,3/5/2007 12:10
Hoquiam,,light,WA,3/5/2007 17:00
Chicago,,disk,IL,3/5/2007 18:00
Billings,,oval,MT,3/5/2007 18:35
San Diego,,light,CA,3/5/2007 19:00
Bremerton,RED,sphere,WA,3/5/2007 19:05
Bremerton,RED,light,WA,3/5/2007 19:15
Bremerton,RED,circle,WA,3/5/2007 19:25
Port Orchard,,circle,WA,3/5/2007 19:25
Silver City,RED,disk,NM,3/5/2007 19:40
St. Joseph,RED,light,MI,3/5/2007 21:00
Redmond,RED,light,OR,3/5/2007 22:37
Seattle,,sphere,WA,3/6/2007 13:00
Nesquehoning,,circle,PA,3/6/2007 19:00
Albuquerque,,circle,NM,3/6/2007 20:00
Hico,ORANGE,circle,TX,3/6/2007 20:25
Plainfield,,circle,CT,3/6/2007 20:38
Gila Bend,,triangle,AZ,3/6/2007 21:00
St. George Island,,light,FL,3/6/2007 21:00
Houston,RED,oval,TX,3/6/2007 22:00
Wilmer,,circle,TX,3/7/2007 0:00
Clinton,,triangle,MO,3/7/2007 0:45
Nashville,,cigar,TN,3/7/2007 12:00
Temecula,,formation,CA,3/7/2007 17:50
Trinidad,,light,CO,3/7/2007 18:58
Atascadero,,light,CA,3/7/2007 19:00
Ewing,,teardrop,KY,3/7/2007 19:30
Salem,,light,MO,3/7/2007 19:30
Akron,,formation,OH,3/7/2007 21:15
Ellensburg,,triangle,WA,3/7/2007 22:15
Austin,,light,TX,3/8/2007 11:00
Rockville,,disk,MD,3/8/2007 12:00
Jefferson,RED GREEN,,MO,3/8/2007 12:30
Modesto,,triangle,CA,3/8/2007 13:00
Hixson,,circle,TN,3/8/2007 14:00
Tipton,,light,MO,3/8/2007 19:30
Cabool,RED,light,MO,3/8/2007 19:45
Salem,,light,MO,3/8/2007 19:50
Blythe,,disk,CA,3/8/2007 20:00
Keystone,,oval,IA,3/8/2007 20:00
Argos,,,KS,3/8/2007 21:00
Butte,,light,MT,3/8/2007 22:00
Cleveland,,sphere,OH,3/8/2007 22:00
Columbus,,,TX,3/8/2007 22:00
Orlando,ORANGE,triangle,FL,3/8/2007 22:15
Zephyrhills,RED,oval,FL,3/8/2007 22:19
Columbus,,,TX,3/8/2007 22:30
Estacada,,cylinder,OR,3/8/2007 23:00
Santa Monica,,various,CA,3/8/2007 23:00
San Dimas,,oval,CA,3/9/2007 0:00
Snellville,,triangle,GA,3/9/2007 0:00
Salt Lake City,ORANGE,light,UT,3/9/2007 6:45
Margate,,circle,FL,3/9/2007 9:54
Tucson,,sphere,AZ,3/9/2007 12:05
Bremerton,,,WA,3/9/2007 18:00
Mattoon,,light,IL,3/9/2007 18:45
Holland,,circle,NY,3/9/2007 19:30
Houston,,egg,TX,3/9/2007 19:30
San Dimas,RED,oval,CA,3/9/2007 19:30
Tempe,,other,AZ,3/9/2007 20:25
no data,,circle,UT,3/9/2007 21:30
Alliance,,circle,OH,3/10/2007 0:00
Jacksonville,RED,triangle,FL,3/10/2007 2:00
Isanti,,various,MN,3/10/2007 16:40
DeWitt,,triangle,IA,3/10/2007 18:20
Canyon Lake,,light,CA,3/10/2007 19:40
St. Charles,,triangle,IL,3/10/2007 20:00
New York City,GREEN,light,NY,3/10/2007 20:23
Franklin,,light,VA,3/10/2007 21:00
Bolingbrook,,rectangle,IL,3/11/2007 0:00
Mission Viejo,ORANGE,formation,CA,3/11/2007 0:00
North Hollywood,,sphere,CA,3/11/2007 4:25
Portchester,RED,triangle,NY,3/11/2007 9:10
Los Angeles,,various,CA,3/11/2007 11:00
Kamas,RED,fireball,UT,3/11/2007 13:30
Los Angeles,,cigar,CA,3/11/2007 16:45
Longmont,RED,light,CO,3/11/2007 19:45
Afton,,light,MI,3/11/2007 20:00
Jeffersonville,GREEN,other,OH,3/11/2007 20:00
Waynesburg,,fireball,OH,3/11/2007 20:00
Hendersonville,GREEN,light,NC,3/12/2007 0:00
Arroyo Grande,,triangle,CA,3/12/2007 1:00
Gallup,,oval,NM,3/12/2007 19:00
Hayward,,sphere,CA,3/12/2007 20:09
Silver City,RED GREEN BLUE,various,NM,3/12/2007 21:00
Monticello,,other,IA,3/12/2007 23:00
Rutland,RED,,VT,3/13/2007 0:00
Las Vegas,,triangle,NV,3/13/2007 1:20
Lafayette,,,CA,3/13/2007 3:00
San Jose,,sphere,CA,3/13/2007 6:19
Philadelphia,GREEN,triangle,PA,3/13/2007 19:12
Simi Valley,,rectangle,CA,3/13/2007 19:40
Beatrice,YELLOW,light,NE,3/13/2007 21:00
Santa Fe,,,NM,3/13/2007 21:10
Jacksonville,,other,NC,3/13/2007 21:30
U.S.S. San Juan,,,FL,3/13/2007 22:00
Winthrop,,sphere,NY,3/13/2007 22:33
Englewood,,diamond,CO,3/13/2007 23:00
Bergen,,circle,NY,3/13/2007 23:20
Lawrence,,triangle,KS,3/14/2007 2:50
New York City,,circle,NY,3/14/2007 5:00
Adelanto,,,CA,3/14/2007 10:08
Kingsland,,circle,GA,3/14/2007 10:10
Los Angeles,,disk,CA,3/14/2007 10:40
Andover,,circle,MA,3/14/2007 19:40
Redmond,RED,light,OR,3/14/2007 21:00
Gig Harbor,,light,WA,3/14/2007 21:15
Gig Harbor,,other,WA,3/14/2007 21:15
Boise,,circle,ID,3/14/2007 22:00
Eden,,rectangle,NC,3/14/2007 22:19
Corpus Christi,,light,TX,3/14/2007 22:25
Casa Grande,,other,AZ,3/15/2007 2:00
Houston,,teardrop,TX,3/15/2007 9:26
Spokane,,various,WA,3/15/2007 9:27
Tucson,,circle,AZ,3/15/2007 14:00
Sratford,,cylinder,CT,3/15/2007 15:00
Delta,,cone,CO,3/15/2007 19:00
Springfield,,triangle,MO,3/15/2007 19:30
Medford,,light,OR,3/15/2007 21:30
San Clemente,ORANGE,light,CA,3/15/2007 22:00
Carmel Valley,,oval,CA,3/15/2007 22:30
Easley,,,SC,3/15/2007 23:00
Ames,,other,IA,3/15/2007 23:18
Stoughton,,circle,WI,3/16/2007 6:20
Ironton,ORANGE YELLOW,light,OH,3/16/2007 10:15
Ironton,YELLOW,oval,OH,3/16/2007 10:15
Washougal,GREEN,circle,WA,3/16/2007 10:15
El Paso,,oval,TX,3/16/2007 11:45
Yakima,,triangle,WA,3/16/2007 13:30
Long Beach,,other,CA,3/16/2007 21:30
Issaquah,GREEN,fireball,WA,3/16/2007 21:35
Federal Way,BLUE,light,WA,3/16/2007 22:00
Carnation,GREEN,sphere,WA,3/16/2007 22:30
Phoenix,,light,AZ,3/16/2007 22:30
Berkeley,,chevron,CA,3/16/2007 23:00
Pasco,,triangle,WA,3/16/2007 23:43
Mishawaka,RED,triangle,IN,3/17/2007 6:30
Ozark,,,AL,3/17/2007 8:00
Sunnyside,,circle,NY,3/17/2007 9:00
Valrico,,light,FL,3/17/2007 9:30
Port Charlotte,,light,FL,3/17/2007 12:00
Hayward,,cigar,CA,3/17/2007 13:30
Edgewood,,triangle,NM,3/17/2007 14:45
Myrtle Beach,,circle,SC,3/17/2007 20:30
Napoleonville,GREEN,formation,LA,3/17/2007 20:30
Boynton Beach,,circle,FL,3/17/2007 21:15
Aledo,,fireball,TX,3/17/2007 21:55
Philadelphia,,triangle,PA,3/18/2007 1:00
Bethlehem Township,RED,diamond,PA,3/18/2007 4:30
Mundelein,,,IL,3/18/2007 12:00
Othello,,sphere,WA,3/18/2007 12:00
Stratford,,cigar,CT,3/18/2007 17:30
Norco,,fireball,CA,3/18/2007 19:00
Upland,GREEN,fireball,CA,3/18/2007 19:00
Kearny,,light,NJ,3/18/2007 20:10
Annapolis,,light,MD,3/18/2007 21:08
Murphysboro,,rectangle,IL,3/18/2007 22:20
Dennis,,,MA,3/18/2007 23:30
Palm Coast,,various,FL,3/19/2007 8:00
Matteson,RED,light,IL,3/19/2007 9:22
Dublin,,other,CA,3/19/2007 9:45
Colorado Springs,,triangle,CO,3/19/2007 11:22
Prineville,,sphere,OR,3/19/2007 15:00
Berlin,,fireball,WI,3/19/2007 20:15
Charlotte,,sphere,NC,3/20/2007 1:00
Fort Collins,,cylinder,CO,3/20/2007 1:00
Ridgway,,other,CO,3/20/2007 2:20
Davenport,,light,FL,3/20/2007 6:15
Blackville,,cigar,SC,3/20/2007 6:37
Papillion,,cigar,NE,3/20/2007 9:00
White City,,cigar,OR,3/20/2007 11:00
Livermore,ORANGE,circle,CA,3/20/2007 20:00
Scottdale,RED,sphere,PA,3/20/2007 20:15
Chico,,sphere,CA,3/20/2007 21:11
Novato,,circle,CA,3/20/2007 21:27
Newberg,,light,OR,3/20/2007 22:35
Pearl Harbor,,fireball,HI,3/20/2007 23:16
Celina,,,TN,3/21/2007 0:00
Pigeon Forge,,light,TN,3/21/2007 6:05
Broadview Heights,,triangle,OH,3/21/2007 9:45
Denton,RED,various,TX,3/21/2007 19:45
Pittsburgh,,light,PA,3/21/2007 21:30
Houston,,circle,TX,3/22/2007 0:00
Show Low,,formation,AZ,3/22/2007 1:00
San Francisco,,light,CA,3/22/2007 5:30
Paso Robles,,cylinder,CA,3/22/2007 11:00
Beaverton,,cigar,OR,3/22/2007 19:00
Ironton,,cone,OH,3/22/2007 19:01
Visalia,,sphere,CA,3/22/2007 21:30
Corvallis,,light,OR,3/22/2007 22:15
Griffin,,teardrop,GA,3/22/2007 22:46
Goodyear,,fireball,AZ,3/23/2007 0:00
Peoria,,fireball,AZ,3/23/2007 8:10
Hanson,,fireball,KY,3/23/2007 11:30
National City,,sphere,CA,3/23/2007 20:00
North Highlands,,light,CA,3/23/2007 21:20
Buffalo,RED,,NY,3/23/2007 23:40
Tacoma,,light,WA,3/24/2007 0:45
St. Johnsbury,,,VT,3/24/2007 8:00
Palmdale,,oval,CA,3/24/2007 19:30
Simi Valley,,light,CA,3/24/2007 20:35
Butte,,light,MT,3/24/2007 21:00
Monroe,,light,NC,3/24/2007 21:35
Celina,,circle,TN,3/24/2007 23:00
Jacksonville,,triangle,FL,3/25/2007 0:00
Pinole,ORANGE,flash,CA,3/25/2007 0:00
Alexandria,,circle,VA,3/25/2007 10:45
Las Cruces,,triangle,NM,3/25/2007 15:10
Gardena,,circle,CA,3/25/2007 17:50
Yuma,,fireball,AZ,3/25/2007 19:00
Torrington,,other,CT,3/25/2007 20:58
Santa Fe,,,NM,3/25/2007 21:05
St. Johnsbury,GREEN,oval,VT,3/25/2007 22:15
Southgate,RED ORANGE,triangle,MI,3/25/2007 22:45
Parker,,diamond,AZ,3/26/2007 4:30
Orlando,,light,FL,3/26/2007 5:55
Modesto,,sphere,CA,3/26/2007 12:30
Shoreline,,sphere,WA,3/26/2007 18:00
Orlando,,cylinder,FL,3/26/2007 20:45
Phoenix Area,,cylinder,AZ,3/26/2007 21:05
Framingham,,,MA,3/26/2007 23:15
St. Petersburg,,circle,FL,3/26/2007 23:40
Livingston,,cigar,NJ,3/27/2007 5:35
Millstone Twp.,,flash,NJ,3/27/2007 5:37
Philadelphia,,,PA,3/27/2007 5:45
Seattle,,egg,WA,3/27/2007 17:00
Antioch,,triangle,CA,3/27/2007 23:01
San Francisco,,triangle,CA,3/27/2007 23:01
Duluth,,various,MN,3/28/2007 1:30
Mountain View,,light,AR,3/28/2007 4:30
Rochester,RED,other,NY,3/28/2007 17:15
Cary,RED,teardrop,NC,3/28/2007 19:00
Sarasota,,flash,FL,3/28/2007 20:30
Plover,,sphere,WI,3/28/2007 21:00
San Juan Bautista,,circle,CA,3/28/2007 22:30
Madison,,circle,CT,3/29/2007 5:30
Morgantown,,sphere,WV,3/29/2007 9:30
New London,,,CT,3/29/2007 12:00
Jersey City,,diamond,NJ,3/29/2007 20:00
Canton,,formation,MI,3/29/2007 21:15
Fresh Meadows,,oval,NY,3/29/2007 22:00
Tallahassee,,light,FL,3/29/2007 23:30
Norwich,,light,CT,3/30/2007 0:00
no data,,sphere,MS,3/30/2007 4:30
Sarasota,,light,FL,3/30/2007 6:30
Rockville,,cigar,MD,3/30/2007 14:15
Hollywood,,cigar,CA,3/30/2007 19:00
Wheeling,,light,WV,3/30/2007 21:00
Ravenswood,,light,WV,3/30/2007 21:01
Rome,,light,GA,3/30/2007 21:01
Kalamazoo,,triangle,MI,3/30/2007 21:30
Sugar Notch,GREEN,triangle,PA,3/30/2007 21:30
East Windsor,,light,NJ,3/30/2007 23:12
Santa Clarita,,disk,CA,3/30/2007 23:39
Perryville,GREEN,other,MO,3/31/2007 2:00
Los Angeles,,circle,CA,3/31/2007 5:00
Gwynn Oak,,disk,MD,3/31/2007 6:55
Redondo Beach,,disk,CA,3/31/2007 8:30
Tucson,,cigar,AZ,3/31/2007 18:15
Arlington,,oval,TX,3/31/2007 19:00
Whittier,,light,CA,3/31/2007 19:00
Beaverton,BLUE,,OR,3/31/2007 19:45
Portland,,light,OR,3/31/2007 19:50
East Rutherford,,circle,NJ,3/31/2007 20:00
Kelseyville,RED ORANGE,cylinder,CA,3/31/2007 20:15
Delta,RED GREEN,cross,CO,3/31/2007 21:48
Kennedy,,oval,NY,3/31/2007 22:00
Gerry,,disk,NY,3/31/2007 23:15
Lake Wales,,light,FL,4/1/2007 0:00
Mooresville,,fireball,NC,4/1/2007 3:00
Bremerton,RED,,WA,4/1/2007 3:30
Madisonville,RED YELLOW,,KY,4/1/2007 7:30
Memphis,,triangle,TN,4/1/2007 20:30
Zanesville,ORANGE,light,OH,4/1/2007 20:30
Marion,,circle,NC,4/1/2007 21:00
Greensboro,,oval,PA,4/1/2007 21:36
Maysville,,light,OK,4/1/2007 21:45
Easton,RED ORANGE,oval,WA,4/1/2007 22:00
Lynn,,circle,MA,4/1/2007 23:00
Greenwood,,triangle,MS,4/1/2007 23:22
Cuyahoga Falls,,sphere,OH,4/2/2007 0:30
Omaha,YELLOW,circle,NE,4/2/2007 6:35
South Amherst,,,OH,4/2/2007 8:30
South Amherst,,,OH,4/2/2007 8:30
Rohnert Park,BLUE,,CA,4/2/2007 9:00
Lithonia,,circle,GA,4/2/2007 13:00
Virginia Beach,,disk,VA,4/2/2007 14:15
South Amherst,,cylinder,OH,4/2/2007 17:30
Downingtown,,formation,PA,4/2/2007 21:00
Garden Grove,GREEN,disk,CA,4/2/2007 22:09
Richton Park,YELLOW,disk,IL,4/3/2007 3:00
Buffalo Grove,,disk,IL,4/3/2007 12:30
Queen Creek,,light,AZ,4/3/2007 20:00
Sierra Vista,,formation,AZ,4/3/2007 20:17
Mulege,,various,CA,4/3/2007 21:30
Phoenix,,other,AZ,4/3/2007 22:00
Kendall,,light,FL,4/3/2007 23:02
Palo Alto,,sphere,CA,4/4/2007 6:05
Clearlake,,light,CA,4/4/2007 6:45
Princeton,,circle,WV,4/4/2007 10:00
Omaha,,flash,NE,4/4/2007 16:53
Spring Valley,,fireball,CA,4/4/2007 20:00
Great Lakes,,,IL,4/4/2007 20:36
Queen Creek,,light,AZ,4/4/2007 20:55
Clifton,,light,TN,4/4/2007 21:00
Congress,,,AZ,4/4/2007 21:00
Congress,YELLOW,,AZ,4/4/2007 21:00
Joliet,,,IL,4/4/2007 21:00
Arcadia,,light,FL,4/4/2007 21:45
Arcadia,BLUE,light,FL,4/4/2007 21:45
Lehigh Acres,,disk,FL,4/4/2007 22:00
Centralia,RED,sphere,MO,4/4/2007 22:35
Raymond,,,NH,4/5/2007 2:00
San Antonio,,other,TX,4/5/2007 14:56
Huntsville,,triangle,AL,4/5/2007 19:00
Richmond,,cigar,VA,4/5/2007 21:00
Bel Air,,egg,MD,4/5/2007 21:30
Brewster,RED,flash,MA,4/5/2007 21:30
Shelton,RED,light,WA,4/5/2007 23:00
Hickory Plains,,light,AR,4/5/2007 23:37
Kennewick,,light,WA,4/6/2007 9:50
Costa Mesa,ORANGE,,CA,4/6/2007 13:00
Shelton,,,WA,4/6/2007 19:45
Black Canyon City,,triangle,AZ,4/6/2007 20:00
Jacksonville,,diamond,AL,4/6/2007 20:45
Everett,,other,WA,4/6/2007 23:00
Allison Park,RED,light,PA,4/6/2007 23:15
Russellville,,,MO,4/7/2007 1:00
Spokane,ORANGE,fireball,WA,4/7/2007 12:24
Camano Island,,sphere,WA,4/7/2007 13:00
Arlington,,light,VA,4/7/2007 18:45
Doraville,,disk,GA,4/7/2007 19:00
Friendship,,flash,WI,4/7/2007 22:30
Rancho Cucamonga,ORANGE,light,CA,4/7/2007 22:45
Ft. Lauderdale,BLUE,other,FL,4/8/2007 3:20
Baltimore,,light,MD,4/8/2007 21:05
New Milford,,light,CT,4/8/2007 22:00
Winslow,,various,NJ,4/8/2007 22:00
Centralia,RED,sphere,MO,4/8/2007 22:35
Mariposa,,flash,CA,4/9/2007 1:15
Detroit,,light,MI,4/9/2007 5:00
Cross Timbers,,oval,MO,4/9/2007 9:40
Spindale,,oval,NC,4/9/2007 14:20
Knoxville,,disk,TN,4/9/2007 15:00
Elmsford,,circle,NY,4/9/2007 18:05
Cottonwood,,light,CA,4/9/2007 21:00
Charlotte,,oval,NC,4/9/2007 21:17
Collins,RED ORANGE,,MO,4/9/2007 21:20
San Rafael,BLUE,light,CA,4/9/2007 21:35
Waukesha,,light,WI,4/9/2007 23:00
Orange,,light,CA,4/10/2007 22:00
Northampton,,egg,MA,4/11/2007 13:25
Coventry,,oval,CT,4/11/2007 20:45
Austin,,chevron,TX,4/11/2007 22:00
Carrollton,,circle,TX,4/11/2007 23:50
Savannah,,triangle,TN,4/12/2007 15:00
Stayton,,light,OR,4/12/2007 20:30
Colorado Springs,,triangle,CO,4/12/2007 20:45
St. Augustine,,formation,FL,4/12/2007 20:53
Castro Valley,,triangle,CA,4/12/2007 21:00
Madison,,light,AL,4/12/2007 21:00
Kimball,,light,TN,4/12/2007 21:30
Wheelersburg,,light,OH,4/12/2007 21:45
Chicago Ridge,,flash,IL,4/12/2007 21:55
Bremerton,,circle,WA,4/12/2007 22:16
Herculaneum,,disk,MO,4/12/2007 23:00
Delavan,,light,IL,4/13/2007 1:01
Warwick,,,NY,4/13/2007 2:00
Anaheim,,light,CA,4/13/2007 19:23
Richmond,,disk,CA,4/13/2007 20:35
Troutdale,,sphere,OR,4/13/2007 20:50
Napili Bay,ORANGE GREEN BLUE,rectangle,HI,4/13/2007 21:00
Hanover,,light,NH,4/14/2007 0:00
Annapolis,,sphere,MD,4/14/2007 11:00
Tucson,,sphere,AZ,4/14/2007 15:20
Big Stone Gap,,flash,VA,4/14/2007 15:45
Castroville,RED,triangle,CA,4/14/2007 19:15
Elma,ORANGE,circle,WA,4/14/2007 21:00
Orlando,,,FL,4/14/2007 21:00
Bakersfield,,light,CA,4/14/2007 21:30
Raleigh,GREEN,triangle,NC,4/14/2007 22:00
Grand Forks,,light,ND,4/14/2007 22:40
Muskegon,,,MI,4/14/2007 23:15
Raleigh,GREEN,triangle,NC,4/14/2007 23:30
Orlando,,oval,FL,4/14/2007 23:48
Summerville,,other,SC,4/15/2007 0:00
Pendergrass,,triangle,GA,4/15/2007 18:30
Gunnison,,light,CO,4/15/2007 22:00
Los Angeles,GREEN,,CA,4/15/2007 22:15
McComb,,diamond,MS,4/15/2007 22:19
Irvine,,circle,CA,4/15/2007 22:30
Beaverton,,,OR,4/15/2007 23:00
Talent,ORANGE,various,OR,4/15/2007 23:00
Park City,,,MT,4/15/2007 23:30
Edmond,RED,other,OK,4/16/2007 4:30
Kannapolis,,disk,NC,4/16/2007 8:45
Hoffman Estates,,formation,IL,4/16/2007 13:00
Rolla,,,MO,4/16/2007 20:50
Rolla,,triangle,MO,4/16/2007 20:50
Brentwood,,fireball,CA,4/16/2007 21:05
Anacortes,RED,,WA,4/16/2007 21:30
Palmdale,RED ORANGE,triangle,CA,4/16/2007 21:35
North Riverside,,light,IL,4/16/2007 23:00
Westchester,,light,IL,4/16/2007 23:00
Crestwood,,formation,IL,4/17/2007 0:55
Goodlettsville,BLUE,circle,TN,4/17/2007 13:36
New York City,,disk,NY,4/17/2007 16:00
Denver,,circle,CO,4/17/2007 17:25
Auburn,RED GREEN,other,AL,4/17/2007 21:00
Coyote Gulch,,teardrop,UT,4/17/2007 21:00
Irvine,BLUE,circle,CA,4/17/2007 22:00
Bellingham,,circle,WA,4/17/2007 23:00
Cambrige,,diamond,IL,4/17/2007 23:00
Norfork,,,NY,4/17/2007 23:00
Delano,ORANGE,triangle,MN,4/18/2007 0:16
Santa Maria,,other,CA,4/18/2007 5:30
North Tazewell,,sphere,VA,4/18/2007 9:00
Oswego,,light,NY,4/18/2007 20:00
Mutual,,light,OK,4/18/2007 23:00
Black Mountain,,rectangle,NC,4/18/2007 23:30
Allentown,,light,PA,4/19/2007 10:00
New Albany,,light,PA,4/19/2007 20:45
Kingston,,light,WA,4/19/2007 21:00
Stony Brook,,light,NY,4/19/2007 21:00
St. Clair Shores,,triangle,MI,4/19/2007 21:20
Greenville,,light,MI,4/19/2007 23:00
florence,RED,triangle,MA,4/20/2007 0:00
Longwood,,light,FL,4/20/2007 0:00
Winsted,,teardrop,CT,4/20/2007 1:30
Albuquerque,,light,NM,4/20/2007 1:50
Norwich,,triangle,NY,4/20/2007 3:43
Puyallup,,circle,WA,4/20/2007 10:15
Portland,,circle,OR,4/20/2007 11:30
Vancouver,,light,WA,4/20/2007 21:05
Wynnewood,RED,triangle,PA,4/20/2007 21:19
Royal Oak,,light,MI,4/20/2007 21:37
Mainstee,,,MI,4/20/2007 21:45
Littleton,BLUE,fireball,CO,4/20/2007 22:00
Johnstown,,other,PA,4/20/2007 22:30
Fort Collins,GREEN,sphere,CO,4/20/2007 23:00
Foxboro,,light,MA,4/20/2007 23:00
Rifle,,fireball,CO,4/20/2007 23:00
Chico,,circle,CA,4/20/2007 23:15
Grove City,,chevron,PA,4/21/2007 3:10
Las Vegas,,oval,NV,4/21/2007 12:15
South Tucson,,formation,AZ,4/21/2007 14:35
Sweet Springs,,triangle,MO,4/21/2007 18:00
Westport,,other,CT,4/21/2007 18:20
Lighthouse Point,,triangle,FL,4/21/2007 20:00
Woodstock,GREEN,oval,VA,4/21/2007 20:30
Worcester,,various,MA,4/21/2007 21:00
Statesboro,,light,GA,4/21/2007 22:00
Benton,,light,KY,4/21/2007 22:05
Cahokia,,disk,IL,4/21/2007 23:00
Tacoma,,light,WA,4/21/2007 23:15
Capon Bridge,,light,WV,4/21/2007 23:30
ForestPark,,diamond,IL,4/22/2007 2:14
Charlotte,,fireball,NC,4/22/2007 9:55
Longwood,,oval,FL,4/22/2007 10:30
Beaufort,,cigar,SC,4/22/2007 12:45
Worcester,,diamond,MA,4/22/2007 13:30
New York City,,light,NY,4/22/2007 14:00
New Ipswich,,rectangle,NH,4/22/2007 15:00
Wapato,,formation,WA,4/22/2007 16:00
Kirkland,,disk,WA,4/22/2007 19:15
Sultan,RED,triangle,WA,4/22/2007 20:00
Oklahoma City,,various,OK,4/22/2007 20:30
Rochester,,rectangle,MN,4/22/2007 22:15
Westville,GREEN,triangle,FL,4/22/2007 22:20
Lewisville,,triangle,TX,4/22/2007 23:00
Marion,,,IA,4/23/2007 0:00
Elmore,,triangle,AL,4/23/2007 8:00
Des Moines,,circle,IA,4/23/2007 11:12
Richmond,,cigar,VA,4/23/2007 20:00
Pasadena,,,CA,4/23/2007 21:30
San Jose,,cigar,CA,4/23/2007 23:00
Palm Coast,,oval,FL,4/23/2007 23:45
Loveland,,,OH,4/24/2007 2:00
Homer,,fireball,AK,4/24/2007 3:00
New Albany,,light,PA,4/24/2007 21:00
Converse,RED,light,IN,4/24/2007 21:30
Brentwood,ORANGE,circle,CA,4/24/2007 21:40
South Kingston,,circle,NH,4/24/2007 22:00
Springfield,,circle,OR,4/25/2007 0:00
Jamesport,,oval,NY,4/25/2007 7:30
Soquel,,,CA,4/25/2007 11:25
Albuquerque,,rectangle,NM,4/25/2007 13:00
Santa Fe,YELLOW BLUE,sphere,NM,4/25/2007 23:30
Orlando,RED,formation,FL,4/26/2007 3:00
Fremont,,disk,CA,4/26/2007 6:45
Hiko,,,NV,4/26/2007 11:55
Fort Davis,,disk,TX,4/26/2007 18:30
Reno,,light,NV,4/26/2007 21:00
Sonora,,,CA,4/26/2007 21:00
Orland,,light,CA,4/26/2007 21:30
Abilene,,,TX,4/27/2007 0:00
Cranbury,,light,NJ,4/27/2007 10:36
Pensacola,,sphere,FL,4/27/2007 19:30
Kanehoe,,other,HI,4/27/2007 20:45
Kaneohe,,sphere,HI,4/27/2007 20:45
Tacoma,,light,WA,4/27/2007 21:00
Indio,,fireball,CA,4/27/2007 21:40
Madison,,light,AL,4/27/2007 22:00
Myrtle Beach,,circle,SC,4/27/2007 22:00
Tempe,,,AZ,4/27/2007 23:45
Moreno Valley,,egg,CA,4/28/2007 0:00
Austin,,triangle,TX,4/28/2007 3:45
Australia,BLUE,light,AL,4/28/2007 19:30
Denver,,light,CO,4/28/2007 20:00
Beale AFB,ORANGE,light,CA,4/28/2007 21:25
Hackettstown,,sphere,NJ,4/28/2007 21:30
Santa Rosa,,light,CA,4/28/2007 22:06
Tampa,,oval,FL,4/29/2007 11:30
Cape Coral,,cylinder,FL,4/29/2007 15:30
Portland,,circle,OR,4/29/2007 17:00
North Ridgeville,,,OH,4/29/2007 20:00
Boonsboro,,disk,MD,4/29/2007 20:50
North Kingstown,,triangle,RI,4/29/2007 21:00
Boonsboro,,rectangle,MD,4/29/2007 21:45
Port Clinton,,light,OH,4/29/2007 21:45
Lancaster,,light,MS,4/29/2007 22:00
Elwood,,,IL,4/29/2007 22:05
Piscataway,,light,NJ,4/29/2007 23:00
Warminster,RED GREEN,triangle,PA,4/29/2007 23:00
Jim Thorpe,,cylinder,PA,4/30/2007 8:00
Orange Park,,rectangle,FL,4/30/2007 13:00
Decatur,BLUE,sphere,GA,4/30/2007 19:00
Millhurst,,disk,IL,4/30/2007 20:00
Seattle,,formation,WA,4/30/2007 21:30
Shreveport,,oval,LA,4/30/2007 22:00
Santa Fe,,formation,NM,4/30/2007 22:03
Wilson,,cigar,NC,4/30/2007 23:00
Fortville,,light,IN,5/1/2007 0:03
Birmingham,,other,AL,5/1/2007 0:20
Isleta,,triangle,NM,5/1/2007 1:30
New York City,,circle,NY,5/1/2007 3:00
Nevada,,triangle,MO,5/1/2007 4:55
Cincinnati,,disk,OH,5/1/2007 9:30
St. Augustine,,diamond,FL,5/1/2007 10:00
Monument Valley,,oval,UT,5/1/2007 15:00
Crosby,,circle,MN,5/1/2007 17:00
Parker,,circle,CO,5/1/2007 20:38
Myrtle Beach,RED,light,SC,5/1/2007 21:00
Wautoma,GREEN,light,WI,5/1/2007 21:00
Paddock Lake,,fireball,WI,5/1/2007 21:50
Gaithersburg,,triangle,MD,5/1/2007 22:00
Pinnacle,,rectangle,NC,5/1/2007 23:45
Bettendorf,,,IA,5/2/2007 3:10
New York City,,triangle,NY,5/2/2007 20:00
Denver,ORANGE,oval,CO,5/2/2007 20:20
Richmond,YELLOW,teardrop,VA,5/2/2007 21:00
Boynton Beach,,light,FL,5/2/2007 21:35
Ellwood City,,triangle,PA,5/2/2007 22:30
Davis,ORANGE,circle,CA,5/2/2007 22:45
Redondo Beach,,egg,CA,5/2/2007 23:30
Saranac Inn,,light,NY,5/3/2007 2:45
Biglerville,,disk,PA,5/3/2007 4:23
Columbus,,light,OH,5/3/2007 12:48
Abingdon,,triangle,MD,5/3/2007 21:30
Abingdon,,triangle,MD,5/3/2007 21:30
North Manchester,,light,IN,5/3/2007 22:10
Lewiston,,other,MI,5/3/2007 22:30
Silver Creek,,light,GA,5/3/2007 22:30
Buffalo,ORANGE,light,NY,5/3/2007 23:00
Randolph,,other,MA,5/4/2007 7:48
